task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
Write instruction sheets and cutter lists for a machine's controller to guide setup and encode numerical control tapes.,write instruction sheets and cutter lists for a machines controller to guide setup and encode numerical control tapes,Program equipment to perform production tasks.,Program computer systems or production equipment.,Working with Computers,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",computer numerically controlled machine tool programmers metal and plastic,51-4012.00,Computer Numerically Controlled Tool Programmers,51-9162,51-9162.00,Computer Numerically Controlled Tool Operators and Programmers,Other Production Occupations,Production Occupations,False,2.935,0.0025771732856483,2025-03-06,1.2517392307692308,3.55,62.1,0.9375,65670.0,60840.0,65670.0,69220.0,52830.0,78750.0,74210.0,81780.0,65670.0,65670.0,65690.0,65000.0,65670.0,64670.0,65920.0,62050.0,56660.0,75870.0,59760.0,55720.0,66660.0,63760.0,80060.0,62040.0,75940.0,52000.0,71140.0,59680.0,59370.0,61300.0,63040.0,66800.0,65670.0,65840.0,60880.0,65670.0,59850.0,58080.0,75800.0,61990.0,60670.0,64000.0,63080.0,67090.0,66750.0,69590.0,70160.0,65390.0,81970.0,65670.0,64500.0,61830.0,65670.0,65670.0,65670.0,28230.0,410.0,58.0,520.0,250.0,2750.0,410.0,510.0,87.0,129.0,780.0,350.0,113.0,70.0,1030.0,1350.0,700.0,700.0,240.0,50.0,70.0,200.0,680.0,2470.0,1490.0,80.0,430.0,60.0,70.0,60.0,410.0,600.0,157.0,1240.0,950.0,77.0,2420.0,320.0,450.0,920.0,50.0,250.0,100.0,310.0,1540.0,150.0,55.0,420.0,640.0,128.0,1490.0,30.0,11.0,171.0,6.0
"Adjust machine components according to specifications such as widths, lengths, and thickness of materials and amounts of glue, cement, or adhesive required.",adjust machine components according to specifications such as widths lengths and thickness of materials and amounts of glue cement or adhesive required,Adjust equipment controls to regulate flow of production materials or products.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.746,0.0002319373150802,2025-03-06,3.58,4.55,80.23,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
"Start machines, and turn valves or move controls to feed, admit, apply, or transfer materials and adhesives, and to adjust temperature, pressure, and time settings.",start machines and turn valves or move controls to feed admit apply or transfer materials and adhesives and to adjust temperature pressure and time settings,Adjust equipment controls to regulate flow of production materials or products.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.746,0.0002319373150802,2025-03-06,3.9157,4.5,99.76,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
"Start machines, and turn valves or move controls to feed, admit, apply, or transfer materials and adhesives, and to adjust temperature, pressure, and time settings.",start machines and turn valves or move controls to feed admit apply or transfer materials and adhesives and to adjust temperature pressure and time settings,Adjust temperature controls of ovens or other heating equipment.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.746,0.0002319373150802,2025-03-06,3.9157,4.5,99.76,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
Perform test production runs and make adjustments as necessary to ensure that completed products meet standards and specifications.,perform test production runs and make adjustments as necessary to ensure that completed products meet standards and specifications,Conduct test runs of production equipment.,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials",Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.565,0.0001707414234101,2025-03-06,3.0055176923076923,4.41,82.38,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
"Examine and measure completed materials or products to verify conformance to specifications, using measuring devices such as tape measures, gauges, or calipers.",examine and measure completed materials or products to verify conformance to specifications using measuring devices such as tape measures gauges or calipers,Measure dimensions of completed products or workpieces to verify conformance to specifications.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.472,8.213198132613781e-05,2025-03-06,3.5757615384615384,4.35,87.52,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
Read work orders and communicate with coworkers to determine machine and equipment settings and adjustments and supply and product specifications.,read work orders and communicate with coworkers to determine machine and equipment settings and adjustments and supply and product specifications,Read work orders or other instructions to determine product specifications or materials requirements.,Read documents or materials to inform work processes.,Getting Information,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,False,2.669,0.0016718739158284,2025-03-06,3.2606276923076924,4.34,93.58,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
Read work orders and communicate with coworkers to determine machine and equipment settings and adjustments and supply and product specifications.,read work orders and communicate with coworkers to determine machine and equipment settings and adjustments and supply and product specifications,Study blueprints or other instructions to determine equipment setup requirements.,Read documents or materials to inform work processes.,Getting Information,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,False,2.669,0.0016718739158284,2025-03-06,3.2606276923076924,4.34,93.58,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
Read work orders and communicate with coworkers to determine machine and equipment settings and adjustments and supply and product specifications.,read work orders and communicate with coworkers to determine machine and equipment settings and adjustments and supply and product specifications,Exchange information with colleagues.,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates",Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,False,2.669,0.0016718739158284,2025-03-06,3.2606276923076924,4.34,93.58,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
Measure and mix ingredients to prepare glue.,measure and mix ingredients to prepare glue,Measure ingredients or substances to be used in production processes.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.472,0.0002724767426418,2025-03-06,1.9288457692307688,3.04,35.28,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
Measure and mix ingredients to prepare glue.,measure and mix ingredients to prepare glue,Mix substances to create chemical solutions.,Prepare mixtures or solutions.,Performing General Physical Activities,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,51-9191.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.472,0.0002724767426418,2025-03-06,1.9288457692307688,3.04,35.28,1.0625,45210.0,36620.0,45210.0,45210.0,47300.0,36770.0,52150.0,53620.0,45210.0,45210.0,32690.0,38430.0,45210.0,52240.0,43020.0,39140.0,50470.0,45110.0,58560.0,45210.0,41680.0,41620.0,37970.0,45310.0,55480.0,30820.0,49120.0,45210.0,37530.0,41140.0,49860.0,48510.0,45210.0,41050.0,34460.0,45210.0,47780.0,57560.0,48690.0,51590.0,61420.0,36800.0,45210.0,44380.0,49230.0,54640.0,43370.0,47900.0,52890.0,45210.0,48710.0,45210.0,45210.0,45210.0,45210.0,12170.0,180.0,25.0,251.0,310.0,940.0,90.0,70.0,37.0,56.0,150.0,160.0,49.0,120.0,476.0,780.0,220.0,130.0,110.0,150.0,60.0,50.0,240.0,280.0,229.0,440.0,220.0,40.0,50.0,30.0,40.0,70.0,67.0,420.0,1200.0,33.0,730.0,133.0,1010.0,600.0,40.0,160.0,36.0,380.0,850.0,70.0,40.0,250.0,480.0,55.0,540.0,22.0,5.0,74.0,3.0
"Set controls to regulate temperature and length of cycles, and start conveyors, pumps, agitators, and machines.",set controls to regulate temperature and length of cycles and start conveyors pumps agitators and machines,Adjust temperature controls of ovens or other heating equipment.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",cleaning washing and metal pickling equipment operators and tenders,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,51-9192.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.746,0.0002319373150802,2025-03-06,2.6881319230769227,4.09,80.37,1.0,41460.0,34920.0,41460.0,38550.0,40430.0,43770.0,41460.0,39330.0,41460.0,41460.0,35630.0,41320.0,41460.0,32060.0,41460.0,43290.0,42060.0,41560.0,40140.0,45270.0,41070.0,41460.0,45050.0,43040.0,47310.0,34410.0,39240.0,40650.0,38260.0,31200.0,41590.0,42180.0,41460.0,50430.0,37640.0,46760.0,39980.0,38360.0,43870.0,45300.0,38520.0,39980.0,41600.0,39680.0,38330.0,43730.0,41460.0,55900.0,39790.0,41460.0,51410.0,41460.0,41460.0,23050.0,41460.0,13890.0,170.0,29.0,290.0,90.0,2530.0,259.0,90.0,43.0,63.0,310.0,690.0,56.0,120.0,543.0,500.0,330.0,59.99999999999999,180.0,40.0,40.0,246.0,210.0,920.0,30.0,110.0,400.00000000000006,50.00000000000001,290.0,110.0,110.0,470.0,77.0,430.0,270.0,50.00000000000001,1150.0,610.0,90.0,480.0,70.0,360.0,70.0,100.0,1050.0,190.0,40.0,140.0,320.0,63.0,270.0,25.000000000000004,6.0,270.0,3.0
"Set controls to regulate temperature and length of cycles, and start conveyors, pumps, agitators, and machines.",set controls to regulate temperature and length of cycles and start conveyors pumps agitators and machines,Operate pumping systems or equipment.,Operate pumping systems or equipment.,Controlling Machines and Processes,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",cleaning washing and metal pickling equipment operators and tenders,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,51-9192.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.746,0.0002319373150802,2025-03-06,2.6881319230769227,4.09,80.37,1.0,41460.0,34920.0,41460.0,38550.0,40430.0,43770.0,41460.0,39330.0,41460.0,41460.0,35630.0,41320.0,41460.0,32060.0,41460.0,43290.0,42060.0,41560.0,40140.0,45270.0,41070.0,41460.0,45050.0,43040.0,47310.0,34410.0,39240.0,40650.0,38260.0,31200.0,41590.0,42180.0,41460.0,50430.0,37640.0,46760.0,39980.0,38360.0,43870.0,45300.0,38520.0,39980.0,41600.0,39680.0,38330.0,43730.0,41460.0,55900.0,39790.0,41460.0,51410.0,41460.0,41460.0,23050.0,41460.0,13890.0,170.0,29.0,290.0,90.0,2530.0,259.0,90.0,43.0,63.0,310.0,690.0,56.0,120.0,543.0,500.0,330.0,59.99999999999999,180.0,40.0,40.0,246.0,210.0,920.0,30.0,110.0,400.00000000000006,50.00000000000001,290.0,110.0,110.0,470.0,77.0,430.0,270.0,50.00000000000001,1150.0,610.0,90.0,480.0,70.0,360.0,70.0,100.0,1050.0,190.0,40.0,140.0,320.0,63.0,270.0,25.000000000000004,6.0,270.0,3.0
Examine and inspect machines to detect malfunctions.,examine and inspect machines to detect malfunctions,Inspect production equipment.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",cleaning washing and metal pickling equipment operators and tenders,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,51-9192.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,False,1.883160846919592,0.0022480362735364,2025-03-06,1.869730769230769,3.81,81.39,1.0,41460.0,34920.0,41460.0,38550.0,40430.0,43770.0,41460.0,39330.0,41460.0,41460.0,35630.0,41320.0,41460.0,32060.0,41460.0,43290.0,42060.0,41560.0,40140.0,45270.0,41070.0,41460.0,45050.0,43040.0,47310.0,34410.0,39240.0,40650.0,38260.0,31200.0,41590.0,42180.0,41460.0,50430.0,37640.0,46760.0,39980.0,38360.0,43870.0,45300.0,38520.0,39980.0,41600.0,39680.0,38330.0,43730.0,41460.0,55900.0,39790.0,41460.0,51410.0,41460.0,41460.0,23050.0,41460.0,13890.0,170.0,29.0,290.0,90.0,2530.0,259.0,90.0,43.0,63.0,310.0,690.0,56.0,120.0,543.0,500.0,330.0,59.99999999999999,180.0,40.0,40.0,246.0,210.0,920.0,30.0,110.0,400.00000000000006,50.00000000000001,290.0,110.0,110.0,470.0,77.0,430.0,270.0,50.00000000000001,1150.0,610.0,90.0,480.0,70.0,360.0,70.0,100.0,1050.0,190.0,40.0,140.0,320.0,63.0,270.0,25.000000000000004,6.0,270.0,3.0
"Measure, weigh, or mix cleaning solutions, using measuring tanks, calibrated rods or suction tubes.",measure weigh or mix cleaning solutions using measuring tanks calibrated rods or suction tubes,Measure ingredients or substances to be used in production processes.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",cleaning washing and metal pickling equipment operators and tenders,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,51-9192.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.472,0.0002724767426418,2025-03-06,1.0022307692307693,3.63,69.55,1.0,41460.0,34920.0,41460.0,38550.0,40430.0,43770.0,41460.0,39330.0,41460.0,41460.0,35630.0,41320.0,41460.0,32060.0,41460.0,43290.0,42060.0,41560.0,40140.0,45270.0,41070.0,41460.0,45050.0,43040.0,47310.0,34410.0,39240.0,40650.0,38260.0,31200.0,41590.0,42180.0,41460.0,50430.0,37640.0,46760.0,39980.0,38360.0,43870.0,45300.0,38520.0,39980.0,41600.0,39680.0,38330.0,43730.0,41460.0,55900.0,39790.0,41460.0,51410.0,41460.0,41460.0,23050.0,41460.0,13890.0,170.0,29.0,290.0,90.0,2530.0,259.0,90.0,43.0,63.0,310.0,690.0,56.0,120.0,543.0,500.0,330.0,59.99999999999999,180.0,40.0,40.0,246.0,210.0,920.0,30.0,110.0,400.00000000000006,50.00000000000001,290.0,110.0,110.0,470.0,77.0,430.0,270.0,50.00000000000001,1150.0,610.0,90.0,480.0,70.0,360.0,70.0,100.0,1050.0,190.0,40.0,140.0,320.0,63.0,270.0,25.000000000000004,6.0,270.0,3.0
"Measure, weigh, or mix cleaning solutions, using measuring tanks, calibrated rods or suction tubes.",measure weigh or mix cleaning solutions using measuring tanks calibrated rods or suction tubes,Mix substances to create chemical solutions.,Prepare mixtures or solutions.,Performing General Physical Activities,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",cleaning washing and metal pickling equipment operators and tenders,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,51-9192.00,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,True,2.472,0.0002724767426418,2025-03-06,1.0022307692307693,3.63,69.55,1.0,41460.0,34920.0,41460.0,38550.0,40430.0,43770.0,41460.0,39330.0,41460.0,41460.0,35630.0,41320.0,41460.0,32060.0,41460.0,43290.0,42060.0,41560.0,40140.0,45270.0,41070.0,41460.0,45050.0,43040.0,47310.0,34410.0,39240.0,40650.0,38260.0,31200.0,41590.0,42180.0,41460.0,50430.0,37640.0,46760.0,39980.0,38360.0,43870.0,45300.0,38520.0,39980.0,41600.0,39680.0,38330.0,43730.0,41460.0,55900.0,39790.0,41460.0,51410.0,41460.0,41460.0,23050.0,41460.0,13890.0,170.0,29.0,290.0,90.0,2530.0,259.0,90.0,43.0,63.0,310.0,690.0,56.0,120.0,543.0,500.0,330.0,59.99999999999999,180.0,40.0,40.0,246.0,210.0,920.0,30.0,110.0,400.00000000000006,50.00000000000001,290.0,110.0,110.0,470.0,77.0,430.0,270.0,50.00000000000001,1150.0,610.0,90.0,480.0,70.0,360.0,70.0,100.0,1050.0,190.0,40.0,140.0,320.0,63.0,270.0,25.000000000000004,6.0,270.0,3.0
